id,category,idea,script,caption,editingStatus,publishStatus,link,metrics,date,views,likes,shares,reposts,comments
1fc6a84e-7b20-4a19-b652-8a1ed5cc35cb,Hafara Group,POV : Temen yang masih kerja saat jam pulang ,,Spill temen kerja mu yang tipe nya kayak gini,Selesai,Published,https://www.instagram.com/p/DZcKb-nvfeV/,,2026-06-11,2047,66,40,2,0
24bbd1dd-9585-4f5d-ad30-b33554667eea,Hafara Group,Mindset ,"Tidak peduli seberapa pintar dirimu. Jika kamu tidak tahu bagaimana cara nya bekerja dengan orang lain, kamu tidak akan pernah sukses","Karena didunia bisnis, yang paling cepat naik bukan yang paling jago sendirian, tapi yang paling bisa membangun relasi & kolaborasi",Selesai,Published,https://drive.google.com/file/d/1AjFQRjRdApZ6hxC6pr4S2cYCS9_LDCSo/view?usp=drive_link,,2026-06-15,198,13,12,0,0
50f20c2d-36df-4fdb-bb0e-444e70246c15,Hafara Group,Motivasi Kerja,,"Karena didunia bisnis, yang paling cepat naik bukan yang paling jago sendirian, tapi yang paling bisa membangun relasi & kolaborasi
1 hari",Selesai,Published,https://www.instagram.com/p/DZmttSkhFga/,,2026-06-15,184,12,12,0,0
29eeb6e2-774f-4970-9b9b-9a8cc499ca61,Instagram M. Aqil Baihaqi,5 Hal yang Wajib Kamu Lakukan Sebelum Wisuda,,"Banyak mahasiswa mengira setelah wisuda yang paling penting adalah ijazah.
Padahal di dunia kerja, ada aset lain yang sering kali lebih menentukan seberapa cepat kamu berkembang.

Ini 5 hal yang wajib kamu miliki sebelum wisuda, biar gak cuma punya ijazah doang
1. Portofolio
Perusahaan nggak cuma mau tahu kamu belajar apa, tapi juga pernah ngapain.
Pernah bikin proyek, ikut lomba, organisasi, magang, atau freelance? Dokumentasikan. Itu bisa jadi nilai jualmu.

2. Networking
Nggak sedikit orang dapat kesempatan kerja karena kenal orang yang tepat.
Networking bukan cari muka, tapi memperluas pertemanan dan koneksi profesional.
Ingat! Banyak peluang kerja tidak datang dari job portal, tetapi dari rekomendasi dan relasi.

3. Skill Komunikasi
Pintar aja nggak cukup. Kamu perlu bisa menyampaikan ide, bertanya dengan baik, dan ngobrol dengan berbagai tipe orang.
Ini skill yang kepakai di hampir semua pekerjaan.

4. Personal Branding
Kalau orang lain disuruh mendeskripsikan kamu, kira-kira mereka akan bilang apa?
Personal branding adalah kesan yang kamu tinggalkan. Mulai tunjukkan minat, kemampuan, dan hal yang kamu kuasai.
Stop jadi sok misterius, mulailah dari hal sederhana, seperti LinkedIn.

5. Digital Skill
Sekarang hampir semua pekerjaan pakai teknologi.
Nggak harus jago coding atau jadi programmer, tapi minimal paham AI, Excel, Canva, Google Workspace, atau tools kerja lainnya.

Karena setelah wisuda, kamu akan bertemu ribuan orang yang punya ijazah yang sama.

Yang membedakan adalah apa yang sudah kamu bangun selama kuliah.

Share ke teman tingkat akhir yang masih berpikir wisuda adalah garis finish.",Draft,Belum Publish,https://drive.google.com/file/d/1ZkoSb1yxpVgYYQDiyOKMLjk6nsgNMeP7/view?usp=drive_link,,2026-06-17,0,0,0,0,0
af6f6f29-b29d-44cf-b8a7-7b1b8bb02840,Instagram M. Aqil Baihaqi,5 Alasan Networking Bisa Mengalahkan CV,,"Kalau kamu masih mahasiswa atau fresh graduate, ada satu realita yang mungkin agak pahit:
Networking sering lebih berpengaruh daripada CV.
Bukan berarti CV nggak penting. Tapi banyak orang terlalu fokus mempercantik CV sampai lupa membangun hubungan dengan orang lain.

Kenapa?

1. Orang lebih percaya rekomendasi daripada dokumen.
CV itu isinya tentang dirimu menurut versimu sendiri. Tapi kalau ada orang yang bilang, ""Eh, aku pernah kerja bareng dia. Orangnya bagus kok,""
itu biasanya jauh lebih meyakinkan.

2. Banyak kesempatan nggak pernah masuk job portal
Nggak semua lowongan diumumkan ke publik. Kadang perusahaan lebih dulu tanya ke karyawan atau relasinya, ""Ada rekomendasi nggak?""
Kalau kamu nggak punya jaringan, kamu bahkan nggak tahu kesempatan itu ada.

3. Networking bikin kamu diingat
Bayangin ada dua kandidat yang sama-sama bagus. Yang satu nggak dikenal siapa-siapa, yang satu pernah aktif diskusi, ikut komunitas, dan membangun relasi.
Kira-kira siapa yang lebih dulu diingat?

4. Kesempatan sering datang dari obrolan sederhana
Magang, proyek, freelance, sampai pekerjaan tetap kadang berawal dari hal sesederhana ngobrol setelah seminar,
ikut komunitas, atau kenalan di LinkedIn. Banyak peluang datang dari percakapan yang awalnya kelihatan biasa saja.

5. Dunia kerja itu tentang manusia
Mau secanggih apa pun skill-mu, tetap saja kamu akan bekerja dengan manusia.
Kemampuan membangun hubungan, menjaga komunikasi, dan membuat orang nyaman bekerja sama denganmu
adalah aset yang nggak kalah penting dari hard skill.

Jadi jangan cuma sibuk nambah isi CV.
Mulai kenalan, ngobrol, dan bangun relasi juga.
Karena banyak orang kehilangan kesempatan bukan karena kurang pintar.
Tapi karena nggak dikenal.

Setuju atau tidak?",Draft,Belum Publish,https://drive.google.com/file/d/1l4-pZhY_3Nzy-qTA4_GuBqdt8XEOS56Q/view?usp=drive_link,,2026-06-18,0,0,0,0,0
d78505ff-3b6c-46e6-8b48-00b0c06d6dde,Instagram M. Aqil Baihaqi,4 Pelajaran Politik Kantor yang Sebaiknya Kamu Tahu Sejak Kuliah,,"Mahasiswa harus tahu kalau di dunia kerja ada yang sering disebut ""politik kantor"".
Bukan selalu tentang drama atau menjilat. Tapi tentang bagaimana kepentingan,
relasi, dan persepsi memengaruhi keputusan.

1. Orang yang paling terlihat kadang lebih dihargai daripada yang paling bekerja keras
Pernah ada anggota kelompok yang kerjanya biasa saja tapi selalu aktif bicara saat presentasi?
Di kantor juga bisa terjadi.
Bukan berarti kerjanya tidak penting, tapi karena atasan hanya bisa menilai apa yang terlihat.
Jadi jangan hanya fokus bekerja, belajar juga mengomunikasikan hasil kerjamu.

2. Tidak semua keputusan dibuat berdasarkan performa
Kadang proyek diberikan kepada orang tertentu karena sudah dipercaya sebelumnya.
Kadang ide yang sama, diterima ketika disampaikan oleh orang yang berbeda.
Terdengar tidak adil, tapi kepercayaan memang memengaruhi keputusan.
Maka kamu perlu bangun kredibilitas, bukan hanya kemampuan.

3. Kamu tidak harus dekat dengan semua orang, tapi jangan dikenal sebagai orang yang sulit diajak kerja sama
Ada orang yang sangat kompeten, tapi sering mempermalukan rekan kerja, sulit diajak diskusi, atau suka menyalahkan orang lain.
Lama-lama orang akan menghindarinya.
Kenyataanya, reputasi profesional sering dibangun dari cara kita memperlakukan orang lain.

4. Ada perbedaan antara menjilat dan membangun relasi
Banyak fresh graduate takut dianggap cari muka.
Akhirnya mereka menjaga jarak dengan atasan, senior, bahkan lintas divisi.
Padahal membangun hubungan profesional itu bagian dari pekerjaan.
Jadi jangan fokus mencari perhatian. Fokuslah membangun kepercayaan.

Karena di dunia kerja, kemampuan membuatmu dilirik.

Tapi kepercayaan sering membuatmu diberi kesempatan.

Share konten ini biar temanmu tahu gimana caranya menghadapi politik kantor",Draft,Belum Publish,https://drive.google.com/file/d/1aDgJaQg0m3l9uuOLusD3boloujjUDJZv/view?usp=drive_link,,2026-06-19,0,0,0,0,0
f3dbd530-7833-424c-9708-a922ddb2b115,Hafara Group,Postingan Quote,"angan Menunggu Kesempatan, Jadilah Alasan Kesempatan Itu Datang

Orang yang terus belajar, berkembang, dan memberikan nilai lebih akan selalu menemukan peluang di setiap keadaan.","Kesempatan tidak selalu datang kepada yang paling pintar atau paling berpengalaman. Sering kali, kesempatan datang kepada mereka yang terus mempersiapkan diri, belajar, dan memberikan nilai lebih setiap harinya.

#Motivasi #GrowthMindset #PengembanganDiri #Leadership",Selesai,Published,https://canva.link/4ah0kmstf4kxbdy,,2026-06-19,0,0,0,0,0
19733217-16a9-4e47-88e2-c54c5145eafe,Instagram M. Aqil Baihaqi,motivasi tentang atasan yang suka pilih kasih,ayu bertanya ke pak aqil gimana cara nyikapin atasan yang suka pilih kasih sama bahawannya lalu pak aqil menjelaskan dan kasih solusi,"Kalo kamu punya atasan yang suka pilih kasih sama bawahanya
kira-kira apa yang akan kamu lakukan?",Selesai,Published,https://www.instagram.com/p/DZNIJS6JIw6/,,2026-06-05,1225,30,0,1,1
2ac34e5d-82bf-4db5-b371-a096805693a0,Instagram M. Aqil Baihaqi,clip pak qil saat perform membahsa tentang ribuan orang yang sukes berasal dari 2 kemampuan,shoot materi pak aqil saat ngisi,"Siapa sangka dalam dunia kerja, Kepribadianmu justru punya pengaruh lebih tinggi daripada kemampuan Teknis

Kalau menurut kalian gimana?

#AqilBaihaqi #MotivatorIndonesia #Leadership #SoftSkills #mindset",Selesai,Published,https://www.instagram.com/p/DZU2hiiJ3N7/,,2026-06-08,1400,33,0,1,0
d5b6ef45-2716-4090-9b49-ef97fc0e2828,Instagram M. Aqil Baihaqi,expresi pak aqil pusing karena pertamax naik Rp.16.250,video pak aqil melihat laptop seolah membaca berita dan expresi pusing karena membahas pertamax naik 16.250,"Dolar naik, bahan bakar naik . Apa lagi yang bakal naik? 🫠🫠🫠 #aqilbaihaqi #pertamax #bbm",Selesai,Published,https://www.instagram.com/reel/DZYsCb-POOk/?utm_source=ig_web_button_share_sheet&igsh=MzRlODBiNWFlZA==,,2026-06-10,15260,471,30,19,425
06290491-3547-40d0-af49-15fbd29ebf76,Instagram M. Aqil Baihaqi,video text quote,video paka aqil diam hanya memainkan kamera,"etika kamu melewati masa di mana kamu merasa sangat terpuruk, kehilangan arah, atau depresi…

Mungkin itu bukan hukuman.
Bisa jadi, itu adalah berkah Tuhan yang belum kamu pahami.

Karena terkadang, Tuhan mengguncang hidup kita bukan untuk menghancurkan.
Tetapi untuk mengarahkan.

Mengeluarkan kita dari kehidupan yang biasa, menuju tujuan yang lebih besar dan lebih bermakna.
Sebab bisa jadi, rasa gelisah yang kamu rasakan hari ini adalah tanda bahwa jiwamu tidak diciptakan untuk hidup yang biasa-biasa saja.

Percayalah…

Tidak semua yang menyakitkan itu buruk.
Jangan menyerah pada masa sulitmu. Karena bisa jadi, di situlah Tuhan sedang menulis bab terbaik dalam hidupmu",Selesai,Published,https://www.instagram.com/reel/DZevfkpOlHe/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,,2026-06-12,1859,34,0,0,2
69ab02b1-f1dd-4451-b5fc-7ea58b9b1bed,Instagram M. Aqil Baihaqi,video random pak aqil bersama keluarga ( zera gamau pindah tempat duduk di belakan),zera gamau ngalah sama mamanya ,"Diusir ratu kecilku 🤣🤣🤣 #aqilbaihaqi #fyp #familytime
",Selesai,Published,https://www.instagram.com/reel/DZhjbzuOi2O/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,,2026-06-13,6801,175,9,0,13
dcb30ad5-0ff0-4884-9e59-d68f5c63f466,Instagram M. Aqil Baihaqi,Carausel : lilin yang meleleh,,"Lilin tidak memilih siapa yang akan menikmati cahayanya, ia hanya fokus menjalankan fungsinya. Begitu pula kehidupan, berbuat baik karena nilai yang kita pegang, bukan karena ingin mendapatkan balasan tertentu.",Selesai,Published,https://www.instagram.com/p/DZl3z-SmgWg/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,,2026-06-15,970,13,0,1,2
987ec4f2-0a1a-4a72-b92c-d75cfefd7f7f,Instagram M. Aqil Baihaqi,text quote : 4 tanda kamu sebenernya siap kerja tapi baru fresh graduate,,"Banyak mahasiswa merasa belum siap kerja karena belum punya pengalaman banyak.
Padahal, siap kerja gak selalu soal berapa kali magang atau berapa banyak sertifikat yang kamu punya.

Kalau kamu punya 4 hal ini, kemungkinan besar kamu sudah lebih siap kerja daripada yang kamu kira.

1. Kamu bisa belajar tanpa disuruh
Ini tanda yang sering diremehkan. Di dunia kerja, tugas dan tantangan baru akan terus muncul.
Kalau kamu terbiasa mencari tahu, belajar sendiri, dan tidak selalu menunggu arahan,
itu artinya kamu udah punya kemampuan beradptasi di dunia pekerjaan.

2. Kamu berani bertanya kalau gak tahu
Percaya atau tidak, banyak masalah di tempat kerja terjadi karena orang pura-pura paham.
Orang yang siap kerja tahu kapan harus bertanya.

3. Kamu mau mengakui kesalahan
Saat salah, apakah kamu mencari alasan atau mencari solusi?
Kalau kamu lebih fokus memperbaiki keadaan daripada menyalahkan situasi, itu tanda bahwa kamu sudah punya mentalitas profesional.
Dunia kerja bukan mencari orang yang selalu benar. Dunia kerja mencari orang yang bisa dipercaya.

4. Kamu bisa kerja bareng berbagai tipe orang
Kalau kamu bisa tetap profesional meskipun bekerja dengan orang yang berbeda cara pikir, berbeda kebiasaan,
atau berbeda gaya komunikasi, itu tanda bahwa kamu siap menghadapi realitas kerja yang sesungguhnya.

Jadi kalau kamu punya keempat hal ini, jangan terlalu cepat menganggap dirimu belum siap kerja.

Mungkin yang kurang hanya rasa percaya dirimu.

Share ke temanmu yang masih sering bilang, “Aku belum siap masuk dunia kerja.”",Selesai,Published,https://www.instagram.com/reel/DZmZwo0u3N0/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,,2026-06-15,3065,58,0,1,0
76723af5-e7e9-41d1-9617-33d8e6540729,Instagram M. Aqil Baihaqi,clip kegiatan di luwuk,,"Dimanapun kita berada, apapun yang kita dapat, jangan lupa untuk bersyukur 😊",Selesai,Published,https://www.instagram.com/reel/DZm4D3XpHbJ/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,,2026-06-15,1442,0,0,0,0
da4aa6a1-913d-4ac9-ba7b-d2a0e023d061,Instagram M. Aqil Baihaqi,5 hal yang wajib mahasiswa lakukan sebelum wisuda,,"Banyak mahasiswa mengira setelah wisuda yang paling penting adalah ijazah.
Padahal di dunia kerja, ada aset lain yang sering kali lebih menentukan seberapa cepat kamu berkembang.

Ini 5 hal yang wajib kamu miliki sebelum wisuda, biar gak cuma punya ijazah doang
1. Portofolio
Perusahaan nggak cuma mau tahu kamu belajar apa, tapi juga pernah ngapain.
Pernah bikin proyek, ikut lomba, organisasi, magang, atau freelance? Dokumentasikan. Itu bisa jadi nilai jualmu.

2. Networking
Nggak sedikit orang dapat kesempatan kerja karena kenal orang yang tepat.
Networking bukan cari muka, tapi memperluas pertemanan dan koneksi profesional.
Ingat! Banyak peluang kerja tidak datang dari job portal, tetapi dari rekomendasi dan relasi.

3. Skill Komunikasi
Pintar aja nggak cukup. Kamu perlu bisa menyampaikan ide, bertanya dengan baik, dan ngobrol dengan berbagai tipe orang.
Ini skill yang kepakai di hampir semua pekerjaan.

4. Personal Branding
Kalau orang lain disuruh mendeskripsikan kamu, kira-kira mereka akan bilang apa?
Personal branding adalah kesan yang kamu tinggalkan. Mulai tunjukkan minat, kemampuan, dan hal yang kamu kuasai.
Stop jadi sok misterius, mulailah dari hal sederhana, seperti LinkedIn.

5. Digital Skill
Sekarang hampir semua pekerjaan pakai teknologi.
Nggak harus jago coding atau jadi programmer, tapi minimal paham AI, Excel, Canva, Google Workspace, atau tools kerja lainnya.

Karena setelah wisuda, kamu akan bertemu ribuan orang yang punya ijazah yang sama.

Yang membedakan adalah apa yang sudah kamu bangun selama kuliah.

Share ke teman tingkat akhir yang masih berpikir wisuda adalah garis finish.",Selesai,Published,https://www.instagram.com/p/DZrmNY3JIqc/,,2026-06-17,3316,72,5,4,0
b68af56e-5edb-41f7-b5fa-00c20c22f055,Instagram M. Aqil Baihaqi,give away untuk 2 orang anniversary k e7 pak aqil dan mba nifa,,"IVE AWAY 2 ORANG YANG BERUNTUNG! Tulis komen terbaik mu!

Happy Anniversary ke-7, Sayang. ❤️
17 Juni 2019 - 17 Juni 2026

Aku tahu selama ini terlalu sering sibuk mengejar banyak hal, sampai kadang lupa menunjukkan betapa berharganya kamu dalam hidupku. Tapi percayalah, di setiap langkah dan perjuanganku, selalu ada kamu yang menjadi alasaku untuk terus bertahan dan berusaha.

Terima kasih sudah tetap menemani, memahami, dan meyayangi ku, bahkan di saat aku belum bisa menjadi suami yang sempurna. Tujuh tahun ini mengajarkanku satu hal, bahwa rumah terbaik bukanlah tempat, melainkan kamu.

Maaf jika aku masih sering kurang menunjukkan kasih sayang yang kamu harapkan. Aku sedang belajar menjadi suami yang lebih baik, bukan hanya untuk hari ini, tapi untuk setiap hari yang Allah izinkan kita bersama.",Selesai,Published,https://www.instagram.com/p/DZt95haurAQ/,,2026-06-18,5619,0,2,0,27
93648491-63bb-4f64-a611-048bc1af93f6,Instagram M. Aqil Baihaqi,video motivasi pak aqil membahas tentang karyawan yang digaji terus tapi performanya jalan di tempat,,"Jangan sampai gaji karyawan naik tapi performa kerja gak ada kemajuan, yang ada cuman bikin bisnis owner rugi. Ini lah pentingya bisnis owner mengukur kualitas kontribusi sebelum menaikkan gaji karyawannya.",Selesai,Published,https://www.instagram.com/p/DZuLlHOpNIs/,,2026-06-18,1564,13,0,0,0
